Date,City,Temperature_C,Humidity_%,Rainfall_mm,WindSpeed_kmh
26/03/2024,Peshawar,36.2,55.2,0.0,14.1
19/04/2024,Multan,34.1,39.6,0.0,20.3
21/05/2024,Karachi,33.7,22.0,0.0,8.0
2024-02-02,Multan,34.9,47.2,0.0,5.2
04/01/2024,Peshawar,21.7,37.7,0.0,16.6
2024-07-20,Lahore,22.1,60.7,5.0,19.1
2024-06-29,Karachi,26.5,55.6,0.0,12.9
2024-12-06,Peshawar,16.8,38.9,0.0,9.8
2024-03-15,Islamabad,31.2,25.4,0.0,18.2
01/04/2024,Lahore,34.2,43.2,1.6,4.9
12/08/2024,Multan,22.6,49.2,0.0,12.3
09/04/2024,Peshawar,34.8,55.4,0.0,14.7
13/10/2024,Karachi,22.5,52.8,0.0,1.5
2024-05-03,Karachi,40.2,28.1,0.0,-4.0
2024-01-12,Multan,29.1,88.9,0.0,11.0
2024-02-07,Multan,37.2,57.5,0.5,10.8
27/11/2024,Multan,17.9,26.4,0.0,12.8
28/06/2024,Lahore,24.4,50.5,0.0,9.1
07/12/2024,Multan,23.0,63.6,0.0,6.9
2024-08-19,Peshawar,17.9,56.6,0.0,15.5
04/09/2024,Peshawar,11.1,,0.0,17.5
2024-05-15,Lahore,34.5,53.1,0.0,15.8
2024-10-12,Islamabad,13.2,52.4,0.0,
2024-08-04,Islamabad,17.3,64.5,0.0,7.7
2024-04-28,Lahore,33.4,60.0,0.0,20.2
2024-07-02,Peshawar,23.2,66.3,0.0,6.6
11/01/2024,Islamabad,24.9,68.3,0.0,0.3
2024-06-23,Islamabad,25.8,58.1,0.0,13.6
05/08/2024,Peshawar,19.4,68.8,0.0,8.8
2024-08-09,Multan,19.1,47.7,4.0,13.1
21/02/2024,Karachi,34.2,68.6,0.0,12.4
27/06/2024,Lahore,27.2,38.4,0.0,6.5
04/09/2024,Karachi,23.7,33.0,0.8,7.3
30/11/2024,Peshawar,15.4,48.8,0.0,3.5
2024-12-15,Islamabad,20.2,67.5,0.0,9.6
01/09/2024,Karachi,18.6,49.0,0.0,21.5
2024-11-16,Karachi,21.3,65.9,0.0,16.1
28/11/2024,Peshawar,18.7,66.8,0.0,11.8
22/07/2024,Islamabad,15.2,49.6,0.0,17.1
09/02/2024,Peshawar,33.9,26.1,0.0,10.8
2024-07-25,Karachi,26.4,65.1,0.0,14.2
18/04/2024,Karachi,40.6,51.5,0.0,19.2
27/08/2024,Peshawar,,65.7,0.0,7.3
2024-03-18,Multan,36.5,48.7,0.0,1.4
25/10/2024,Karachi,17.1,40.3,0.0,20.2
2024-10-04,Multan,19.6,45.5,0.2,14.6
09/02/2024,Islamabad,27.5,69.6,0.0,16.5
30/12/2024,Lahore,25.0,41.2,0.0,11.3
2024-05-28,Peshawar,26.5,57.0,0.0,12.2
2024-08-12,Islamabad,12.6,58.8,0.0,7.3
14/07/2024,Islamabad,20.4,64.2,0.0,10.4
17/12/2024,Islamabad,18.9,60.7,0.0,7.9
2024-03-07,Islamabad,30.2,46.2,0.0,5.2
31/08/2024,Islamabad,15.7,71.1,0.0,17.8
2024-09-27,Peshawar,12.7,77.7,0.0,11.0
04/07/2024,Islamabad,26.5,51.5,0.0,8.6
25/08/2024,Multan,19.3,66.8,7.1,17.7
30/11/2024,Multan,19.1,54.0,0.0,15.9
16/02/2024,Islamabad,29.0,49.2,0.0,16.9
2024-11-01,Karachi,21.9,51.5,0.0,12.9
04/12/2024,Multan,23.2,48.8,0.0,15.0
11/11/2024,Peshawar,13.1,42.0,0.0,9.9
2024-07-08,Lahore,23.2,61.2,0.0,10.0
15/11/2024,Peshawar,13.1,31.7,0.0,15.9
2024-04-16,Multan,39.6,75.8,0.0,9.0
2024-05-01,Peshawar,32.8,67.6,0.0,9.9
2024-01-02,Peshawar,23.3,71.9,0.0,10.7
2024-01-11,Peshawar,24.0,64.2,0.0,9.5
2024-02-21,Islamabad,31.2,50.9,0.0,4.3
2024-12-26,Karachi,29.4,79.0,0.0,6.4
14/09/2024,Multan,18.0,75.5,0.0,9.1
2024-06-03,Multan,31.9,68.7,0.0,7.8
01/04/2024,Islamabad,35.0,80.6,0.0,9.5
01/12/2024,Karachi,25.1,54.2,0.0,10.1
23/04/2024,Islamabad,30.9,56.9,0.0,11.4
19/01/2024,Lahore,29.5,46.5,0.4,16.7
18/05/2024,Peshawar,30.0,26.2,0.0,14.3
30/04/2024,Multan,32.5,60.4,0.0,8.7
2024-04-19,Peshawar,32.6,63.2,0.0,9.9
2024-05-23,Islamabad,27.9,46.2,0.0,12.4
16/08/2024,Karachi,25.5,48.7,0.0,11.9
2024-08-17,Multan,14.1,41.5,0.0,9.2
2024-07-28,Karachi,27.0,45.9,0.0,9.3
10/07/2024,Lahore,24.7,65.7,0.0,22.3
22/07/2024,Peshawar,20.9,56.8,0.0,13.6
16/02/2024,Karachi,36.3,48.5,0.0,16.1
22/09/2024,Karachi,17.2,19.5,0.0,12.7
2024-09-20,Peshawar,13.7,60.0,0.0,15.4
19/12/2024,Lahore,,64.2,0.0,8.3
2024-02-15,Karachi,34.3,60.9,0.0,14.0
27/02/2024,Multan,34.6,47.7,0.0,11.9
23/09/2024,Lahore,16.3,41.3,0.0,12.6
2024-06-26,Multan,29.3,75.0,0.0,-1.1
2024-02-01,Islamabad,22.5,53.3,0.0,8.1
20/09/2024,Lahore,17.6,46.7,0.0,17.2
11/02/2024,Karachi,31.5,59.5,0.5,22.1
2024-03-19,Multan,35.3,60.7,0.0,7.3
21/05/2024,Islamabad,30.4,38.4,0.0,14.5
07/07/2024,Lahore,25.1,66.2,0.0,15.5
12/06/2024,Lahore,28.2,68.8,0.1,18.3
10/05/2024,Multan,34.1,49.8,1.0,6.3
2024-05-06,Peshawar,28.7,67.3,0.0,2.0
12/09/2024,Peshawar,14.0,38.1,0.1,13.2
2024-09-15,Peshawar,15.3,78.0,0.0,8.5
2024-02-18,Multan,33.4,68.1,0.1,15.5
24/10/2024,Multan,20.0,60.4,0.0,17.4
2024-06-19,Multan,22.8,59.3,0.0,17.5
09/08/2024,Lahore,20.7,77.0,0.0,13.0
13/01/2024,Lahore,26.1,59.2,0.0,13.9
13/09/2024,Peshawar,15.9,52.8,1.5,14.4
2024-08-20,Islamabad,12.0,52.0,0.0,18.3
2024-02-22,Islamabad,29.0,78.9,0.0,10.0
01/01/2024,Lahore,20.4,43.9,0.0,5.0
10/05/2024,Karachi,35.1,68.2,0.0,8.8
2024-01-25,Multan,31.3,42.3,0.0,18.5
2024-01-08,Multan,31.0,92.4,0.0,14.1
2024-07-21,Peshawar,22.0,73.6,0.0,11.0
06/07/2024,Peshawar,19.8,41.2,0.0,14.2
20/06/2024,Karachi,31.7,63.4,0.0,3.7
2024-12-28,Peshawar,18.3,58.9,0.0,12.7
16/03/2024,Peshawar,,56.1,0.0,11.1
2024-04-16,Lahore,34.2,34.3,0.0,13.1
27/07/2024,Karachi,24.5,59.0,0.0,7.1
2024-12-14,Islamabad,19.8,54.4,0.0,7.4
2024-07-29,Peshawar,17.9,61.2,0.0,15.8
2024-10-28,Peshawar,15.0,66.1,0.0,6.1
2024-01-27,Multan,31.5,39.4,0.0,14.0
27/03/2024,Peshawar,34.9,34.9,0.0,8.5
2024-02-21,Lahore,31.8,48.3,0.0,12.7
2024-04-05,Lahore,38.8,87.3,0.0,16.4
08/01/2024,Islamabad,23.6,69.9,0.0,12.7
03/04/2024,Islamabad,31.8,59.2,0.0,3.3
18/10/2024,Islamabad,13.5,54.5,0.0,13.0
2024-09-17,Lahore,18.6,79.5,0.0,17.4
11/03/2024,Karachi,37.2,56.0,0.0,11.7
21/10/2024,Lahore,13.9,39.8,0.0,16.1
15/09/2024,Lahore,13.8,63.5,3.6,13.9
23/08/2024,Peshawar,15.1,80.2,0.0,7.5
16/12/2024,Peshawar,18.6,,0.0,12.1
2024-05-03,Multan,35.8,37.8,2.6,7.2
16/09/2024,Lahore,18.4,58.6,0.0,5.3
01/05/2024,Islamabad,33.2,44.2,0.0,10.0
26/05/2024,Karachi,36.1,52.3,0.0,10.9
2024-10-01,Multan,13.3,51.2,1.1,10.0
2024-01-27,Lahore,33.2,54.3,0.0,9.4
2024-09-07,Lahore,14.1,32.1,0.0,15.4
2024-10-15,Karachi,16.3,43.7,0.0,22.8
2024-11-12,Multan,19.7,50.1,0.0,6.9
2024-03-30,Islamabad,,73.9,0.0,11.3
2024-06-11,Peshawar,28.7,49.3,0.0,12.9
09/02/2024,Multan,30.7,48.5,0.0,
24/07/2024,Karachi,21.6,64.3,0.0,5.3
2024-02-03,Peshawar,25.8,41.6,0.0,15.6
28/05/2024,Multan,34.1,47.2,0.0,11.8
08/02/2024,Islamabad,26.2,82.1,0.0,15.9
2024-08-11,Lahore,16.7,51.5,0.0,20.5
23/08/2024,Lahore,17.1,63.8,0.0,5.7
17/11/2024,Karachi,21.9,61.0,0.0,11.7
2024-06-17,Islamabad,24.7,74.4,0.0,8.4
2024-12-15,Peshawar,20.7,79.7,10.1,7.4
04/04/2024,Lahore,31.5,85.3,0.0,5.5
2024-04-11,Multan,35.0,40.2,0.0,6.9
2024-06-06,Peshawar,26.6,55.3,0.0,10.5
31/10/2024,Peshawar,20.9,77.5,0.0,20.4
2024-05-12,Peshawar,32.9,53.8,0.9,10.7
2024-09-19,Karachi,17.0,55.6,0.0,12.1
22/01/2024,Lahore,27.4,81.2,0.5,15.3
2024-01-22,Multan,32.3,70.9,0.0,10.9
04/08/2024,Karachi,22.4,70.8,0.0,7.1
18/07/2024,Islamabad,19.1,74.6,0.0,9.1
2024-12-20,Karachi,27.7,72.0,3.8,14.9
10/01/2024,Islamabad,25.2,58.4,0.0,14.4
09/03/2024,Lahore,36.4,43.1,0.0,15.8
24/02/2024,Karachi,36.3,42.0,0.0,2.6
2024-02-07,Karachi,33.6,54.5,1.1,14.5
23/02/2024,Lahore,30.3,61.7,1.4,4.9
2024-07-11,Islamabad,,32.7,0.0,5.4
04/08/2024,Multan,20.3,50.8,0.0,17.8
2024-09-07,Multan,21.4,53.8,0.0,9.0
06/08/2024,Islamabad,15.0,76.7,2.2,13.9
13/06/2024,Peshawar,25.1,57.9,0.0,15.5
2024-01-11,Karachi,30.0,41.9,0.0,4.7
14/05/2024,Karachi,35.1,51.2,0.0,15.2
2024-06-04,Lahore,30.8,36.8,0.0,9.2
2024-07-24,Peshawar,,31.0,0.0,7.3
2024-05-25,Multan,34.3,60.5,0.0,4.7
2024-10-14,Multan,17.2,65.3,0.0,6.0
08/03/2024,Islamabad,31.5,48.1,0.0,16.9
2024-09-19,Lahore,10.3,44.6,0.0,14.1
18/04/2024,Peshawar,32.0,38.8,0.0,7.0
16/06/2024,Peshawar,25.7,46.3,0.0,9.5
07/06/2024,Lahore,27.6,69.6,0.0,5.0
02/05/2024,Lahore,34.3,53.7,0.0,12.1
2024-02-02,Peshawar,30.0,49.8,4.2,13.5
2024-03-19,Lahore,,47.4,0.0,7.1
03/07/2024,Karachi,27.6,58.7,0.0,11.5
20/03/2024,Karachi,34.0,39.1,0.0,
2024-05-20,Lahore,29.4,90.3,0.0,17.3
13/11/2024,Karachi,20.7,55.1,0.0,11.1
03/03/2024,Multan,39.0,62.4,0.0,18.2
2024-03-08,Peshawar,30.5,56.9,1.4,14.1
23/01/2024,Karachi,34.2,76.0,0.0,6.1
13/07/2024,Peshawar,21.6,50.0,7.0,10.4
2024-01-28,Peshawar,27.9,39.7,1.8,15.4
2024-04-21,Karachi,36.6,74.8,0.0,9.9
29/04/2024,Multan,36.1,56.6,0.0,12.8
09/03/2024,Karachi,35.7,53.7,0.0,9.5
2024-01-17,Peshawar,24.1,55.9,0.0,11.0
03/06/2024,Peshawar,25.5,73.8,0.0,5.2
2024-05-21,Peshawar,29.7,77.8,3.5,6.9
2024-05-09,Multan,38.6,43.8,0.0,4.6
2024-02-06,Multan,35.2,42.6,0.5,12.1
2024-06-11,Karachi,29.2,52.5,0.0,14.6
01/10/2024,Peshawar,14.4,61.1,0.0,21.7
2024-04-30,Lahore,31.2,33.9,0.0,4.2
16/06/2024,Lahore,28.6,42.0,0.0,4.5
23/12/2024,Islamabad,21.4,42.6,0.0,15.9
17/10/2024,Multan,18.6,40.1,0.0,22.9
05/02/2024,Peshawar,28.1,49.8,0.0,16.6
2024-11-28,Karachi,21.9,31.0,0.0,6.4
2024-05-02,Karachi,34.7,53.3,0.3,10.2
20/08/2024,Peshawar,14.7,69.8,0.0,11.0
2024-10-02,Islamabad,12.3,50.8,0.8,9.8
03/08/2024,Lahore,20.0,59.3,0.0,11.7
2024-12-23,Lahore,23.6,57.8,0.0,5.5
22/11/2024,Multan,20.9,56.8,0.0,
2024-10-13,Islamabad,12.7,33.8,0.0,9.5
2024-12-02,Islamabad,17.2,68.6,0.0,11.0
2024-05-04,Islamabad,29.8,59.5,0.0,10.3
01/12/2024,Multan,20.6,76.5,0.0,4.0
2024-01-14,Islamabad,23.6,38.3,1.5,20.8
2024-07-09,Multan,27.3,74.1,0.0,20.0
18/03/2024,Peshawar,31.2,32.6,0.0,8.1
2024-05-23,Peshawar,25.8,67.1,0.0,16.2
2024-07-02,Multan,27.4,27.1,0.0,7.7
2024-11-24,Karachi,22.3,31.2,0.5,12.4
2024-09-09,Lahore,15.6,,0.0,2.2
23/07/2024,Peshawar,21.2,99.0,0.0,11.0
2024-07-31,Karachi,21.2,62.0,0.0,10.1
2024-04-14,Peshawar,34.4,17.9,0.0,7.1
16/02/2024,Multan,36.3,69.0,3.2,15.0
29/08/2024,Peshawar,9.3,43.0,0.0,8.3
2024-05-19,Karachi,37.8,,0.0,10.3
2024-12-10,Karachi,22.1,51.8,0.0,4.5
2024-09-19,Islamabad,10.7,31.4,3.3,4.0
09/01/2024,Multan,33.9,54.6,0.0,20.5
13/07/2024,Islamabad,20.1,47.7,0.0,11.4
2024-01-24,Peshawar,29.3,40.9,0.0,4.8
2024-01-04,Karachi,29.0,59.3,3.1,11.5
2024-12-07,Islamabad,13.8,39.5,0.0,18.0
2024-09-08,Lahore,15.9,51.2,0.0,8.5
31/01/2024,Islamabad,29.1,71.1,0.0,8.9
30/05/2024,Karachi,31.8,54.7,0.0,12.3
2024-02-02,Islamabad,25.9,80.3,2.7,9.9
05/04/2024,Islamabad,33.7,48.4,0.0,11.1
10/08/2024,Multan,24.3,65.9,0.0,15.7
11/02/2024,Islamabad,30.5,34.8,0.0,11.4
17/01/2024,Islamabad,,51.4,0.0,7.2
30/11/2024,Lahore,18.3,64.8,0.0,19.6
20/02/2024,Karachi,32.6,50.1,0.0,7.2
2024-02-10,Multan,32.3,65.3,0.0,9.4
02/11/2024,Peshawar,14.2,41.3,0.0,15.3
2024-08-27,Lahore,12.5,40.3,0.0,9.7
2024-09-19,Multan,16.6,58.9,0.0,13.3
09/12/2024,Lahore,20.1,54.7,0.0,10.8
25/08/2024,Karachi,18.5,73.7,0.0,17.0
2024-12-02,Peshawar,19.0,44.8,0.0,15.1
2024-07-01,Lahore,24.8,49.3,0.0,11.5
11/03/2024,Multan,37.0,62.4,0.4,10.6
2024-09-12,Islamabad,14.9,72.0,0.0,3.7
03/02/2024,Karachi,34.6,63.9,2.6,6.5
2024-04-06,Karachi,38.1,58.0,0.0,15.5
2024-10-10,Karachi,15.9,62.6,0.0,9.2
2024-05-22,Multan,35.3,61.8,0.0,13.9
30/03/2024,Peshawar,34.2,36.8,0.0,14.8
2024-12-11,Multan,23.9,47.0,0.0,-7.9
2024-08-18,Peshawar,16.9,72.8,0.3,11.7
29/12/2024,Multan,26.2,63.7,0.0,-12.1
27/10/2024,Karachi,19.8,82.6,0.0,8.9
14/06/2024,Karachi,29.4,63.7,0.5,12.3
26/08/2024,Lahore,16.3,53.4,0.0,9.3
2024-01-10,Multan,29.8,49.4,0.0,4.7
2024-11-30,Islamabad,16.1,14.4,0.0,15.5
20/12/2024,Lahore,,38.9,0.0,10.5
06/03/2024,Peshawar,31.8,44.9,0.0,17.4
21/06/2024,Islamabad,20.8,43.8,0.0,19.7
2024-06-04,Multan,30.0,38.9,3.6,22.3
21/05/2024,Lahore,30.9,59.9,2.1,14.9
2024-05-14,Peshawar,31.5,47.9,0.0,10.9
18/04/2024,Lahore,36.1,56.3,0.0,7.3
16/07/2024,Islamabad,19.8,61.3,0.0,8.8
2024-01-14,Lahore,28.1,38.5,0.0,8.0
19/07/2024,Lahore,23.9,45.8,0.0,20.5
02/07/2024,Lahore,27.5,,2.2,16.8
26/05/2024,Peshawar,31.0,50.5,0.0,12.0
2024-06-07,Multan,33.8,30.0,0.0,21.0
29/07/2024,Lahore,22.5,54.8,0.0,13.4
2024-11-07,Peshawar,14.0,51.7,0.0,16.2
04/03/2024,Karachi,35.8,60.5,0.0,13.5
01/10/2024,Karachi,17.1,74.9,0.0,14.8
28/03/2024,Multan,34.6,38.5,0.0,10.3
2024-11-20,Lahore,,47.4,0.0,13.4
11/11/2024,Lahore,18.1,56.9,0.0,12.4
2024-05-27,Islamabad,25.8,,0.0,2.8
2024-10-31,Lahore,18.8,61.0,0.0,10.4
20/02/2024,Lahore,35.3,48.9,3.0,23.6
2024-01-29,Lahore,,62.6,0.0,10.7
2024-02-05,Islamabad,30.6,39.9,2.2,11.8
2024-12-24,Karachi,23.6,63.4,0.0,9.5
13/12/2024,Lahore,22.7,33.2,0.0,12.7
2024-10-26,Peshawar,12.7,42.9,0.0,4.6
2024-05-13,Multan,34.9,41.8,0.0,12.9
2024-02-10,Lahore,35.3,71.8,0.0,4.8
18/12/2024,Lahore,19.8,62.6,0.0,-10.8
2024-11-20,Karachi,17.8,40.2,0.0,11.7
2024-02-18,Karachi,37.7,51.5,0.0,16.1
08/02/2024,Karachi,34.4,50.0,0.0,12.6
2024-11-23,Peshawar,16.2,46.6,0.0,19.2
25/11/2024,Karachi,20.9,78.4,0.0,14.0
19/12/2024,Peshawar,20.1,46.8,4.4,10.9
2024-10-21,Karachi,20.6,34.0,0.0,5.9
2024-06-18,Islamabad,25.2,49.5,0.0,15.6
2024-04-06,Multan,37.2,43.6,0.0,10.4
17/04/2024,Islamabad,32.3,44.6,0.0,9.0
2024-11-08,Karachi,19.4,73.2,0.0,0.7
2024-02-20,Peshawar,33.8,47.6,0.0,12.1
17/12/2024,Lahore,19.7,48.8,1.9,19.2
2024-08-05,Multan,20.5,,0.0,14.6
2024-07-07,Karachi,27.0,44.9,0.0,1.8
2024-10-04,Lahore,16.6,62.9,0.0,14.6
20/08/2024,Lahore,19.9,59.3,0.0,0.9
19/07/2024,Multan,,55.7,0.0,2.4
30/03/2024,Multan,35.5,58.5,5.4,14.2
22/07/2024,Multan,26.7,92.1,0.0,12.6
2024-07-26,Peshawar,22.5,56.9,0.0,9.0
2024-08-15,Lahore,20.0,66.3,0.0,15.4
23/11/2024,Lahore,18.5,61.4,0.0,17.5
22/11/2024,Lahore,21.9,66.0,0.0,11.6
2024-10-26,Islamabad,13.1,69.1,0.0,-2.7
2024-06-14,Multan,30.6,51.4,3.8,18.6
2024-01-07,Multan,26.8,73.1,0.0,12.8
2024-07-12,Islamabad,19.4,45.5,0.0,-0.2
2024-02-29,Peshawar,31.1,39.5,0.0,15.6
06/02/2024,Peshawar,29.5,75.8,0.0,9.8
2024-04-05,Peshawar,34.8,74.8,0.0,20.2
2024-04-20,Karachi,37.2,27.5,1.3,16.0
2024-08-07,Karachi,23.8,66.4,0.3,7.4
10/05/2024,Peshawar,28.8,61.2,0.0,
2024-10-15,Peshawar,12.5,48.2,0.0,15.3
01/05/2024,Karachi,36.8,63.4,0.0,12.9
2024-02-06,Karachi,33.8,57.0,0.0,17.6
2024-03-14,Karachi,36.8,63.5,0.0,19.3
08/09/2024,Multan,19.7,53.5,0.0,15.7
2024-09-28,Karachi,18.7,52.4,0.0,7.1
2024-07-09,Lahore,23.6,17.3,2.2,12.7
2024-04-29,Karachi,35.0,50.4,0.0,14.3
2024-08-08,Peshawar,16.4,63.2,0.0,8.0
2024-09-01,Lahore,14.7,34.5,0.0,11.1
2024-04-02,Lahore,38.7,69.7,0.0,4.7
2024-05-09,Peshawar,28.3,53.3,0.4,9.3
2024-03-18,Islamabad,31.5,40.4,0.0,7.8
2024-07-28,Lahore,22.4,60.9,0.0,
01/08/2024,Lahore,18.8,90.8,0.0,10.0
07/03/2024,Peshawar,33.3,81.7,0.0,10.0
2024-09-22,Multan,19.5,,0.0,15.3
26/09/2024,Multan,17.6,65.6,4.3,
2024-03-21,Multan,36.5,59.0,0.0,4.8
2024-12-15,Lahore,23.0,71.7,0.0,9.1
25/07/2024,Islamabad,19.5,58.2,0.0,15.9
2024-08-03,Peshawar,13.7,62.9,0.0,14.2
10/06/2024,Karachi,33.7,38.2,0.0,14.9
2024-08-17,Islamabad,16.3,43.2,2.4,6.4
12/05/2024,Islamabad,29.0,75.3,0.0,18.6
2024-04-30,Islamabad,30.1,57.4,0.0,7.7
2024-01-24,Lahore,,27.9,0.1,14.4
09/04/2024,Lahore,31.9,54.4,0.0,3.3
2024-05-20,Karachi,29.6,66.6,0.0,10.6
2024-09-01,Peshawar,11.5,70.0,0.0,17.5
2024-08-11,Islamabad,15.4,35.2,0.3,17.0
2024-12-08,Multan,21.1,43.3,0.0,17.6
28/12/2024,Multan,26.2,49.1,0.6,7.9
2024-06-21,Karachi,30.5,39.5,0.0,16.9
2024-04-18,Islamabad,32.6,60.6,0.0,11.2
2024-06-04,Karachi,35.4,46.3,1.5,21.8
06/10/2024,Multan,13.2,67.7,0.0,11.4
2024-10-12,Lahore,13.6,51.6,0.0,15.7
2024-10-16,Peshawar,12.4,51.7,2.5,12.9
2024-09-27,Karachi,17.4,55.6,0.0,12.3
24/02/2024,Peshawar,31.6,60.3,0.0,15.4
15/10/2024,Multan,19.1,46.8,0.0,8.2
23/02/2024,Islamabad,28.4,34.1,0.0,6.4
25/04/2024,Multan,37.4,60.3,0.0,19.7
2024-11-19,Peshawar,13.7,36.3,0.0,7.0
2024-02-26,Peshawar,31.1,45.3,0.0,16.3
2024-02-29,Multan,35.1,67.7,0.0,24.1
02/11/2024,Islamabad,14.9,85.8,0.0,11.6
2024-09-13,Multan,17.2,42.9,0.0,15.8
2024-03-26,Lahore,33.9,64.2,0.0,4.9
11/04/2024,Karachi,,59.1,0.0,5.8
2024-01-26,Islamabad,25.8,72.2,0.0,12.2
22/03/2024,Multan,38.0,67.8,0.0,24.8
13/07/2024,Multan,30.9,55.9,0.0,8.7
05/06/2024,Peshawar,28.7,48.0,0.0,1.5
2024-03-09,Peshawar,32.8,55.8,0.7,13.6
27/07/2024,Lahore,21.8,51.5,0.0,9.3
13/01/2024,Multan,27.8,38.4,0.0,4.1
2024-10-18,Karachi,17.2,55.9,0.2,5.7
24/04/2024,Multan,34.4,60.0,0.0,10.1
2024-04-13,Lahore,36.2,47.8,0.0,9.2
2024-07-04,Peshawar,22.3,59.6,0.0,17.2
2024-07-30,Lahore,20.8,35.7,0.0,7.2
25/12/2024,Karachi,28.9,80.2,0.0,8.9
2024-01-26,Lahore,28.7,82.9,0.0,14.4
03/11/2024,Islamabad,14.4,53.5,0.0,18.7
2024-12-03,Peshawar,19.4,38.1,2.6,5.5
17/11/2024,Lahore,16.6,69.9,0.0,8.3
19/08/2024,Lahore,16.7,54.5,0.0,5.0
28/07/2024,Islamabad,19.3,65.5,0.0,9.0
2024-11-10,Karachi,16.5,,0.0,10.4
08/08/2024,Islamabad,18.1,,0.0,8.6
31/07/2024,Multan,24.7,32.6,0.0,10.8
2024-07-28,Multan,22.9,61.6,0.0,11.2
12/09/2024,Multan,14.5,63.9,2.8,19.6
22/07/2024,Lahore,20.8,55.8,0.0,12.9
2024-12-23,Multan,26.5,32.9,0.0,18.3
09/10/2024,Peshawar,12.6,77.0,0.0,7.3
2024-10-27,Peshawar,11.8,53.4,0.0,10.1
15/01/2024,Peshawar,27.3,41.4,0.3,7.3
25/01/2024,Peshawar,24.2,48.2,0.0,10.4
2024-12-01,Lahore,18.8,40.2,0.0,13.5
2024-12-25,Lahore,25.3,49.8,0.0,13.2
12/10/2024,Karachi,16.6,41.9,0.0,10.9
01/02/2024,Peshawar,26.5,45.1,0.0,16.0
15/08/2024,Multan,19.7,75.4,0.0,1.1
2024-03-29,Karachi,36.3,64.0,0.0,6.8
11/09/2024,Lahore,15.2,61.9,0.0,-0.2
2024-05-08,Islamabad,31.0,60.6,0.0,7.4
20/01/2024,Multan,30.4,52.0,1.8,12.1
2024-08-02,Lahore,20.2,64.9,0.0,11.6
2024-06-15,Multan,29.9,61.8,0.0,15.7
30/05/2024,Lahore,28.9,60.7,0.0,9.6
2024-01-16,Multan,30.7,74.6,0.0,18.8
25/11/2024,Islamabad,17.5,47.8,0.0,10.3
27/12/2024,Karachi,23.3,82.6,0.0,14.2
15/04/2024,Islamabad,34.8,78.5,0.0,12.9
2024-07-15,Islamabad,19.8,42.8,0.0,10.7
2024-05-31,Peshawar,27.7,58.0,0.0,13.5
25/06/2024,Multan,30.2,,0.0,8.3
2024-04-28,Peshawar,33.5,54.1,0.0,14.6
31/03/2024,Lahore,,62.9,0.0,15.5
04/02/2024,Lahore,32.9,32.2,0.8,16.2
30/10/2024,Islamabad,,54.4,0.0,11.4
2024-10-14,Karachi,18.9,46.4,0.0,0.9
2024-12-22,Lahore,25.6,58.1,0.0,21.7
29/02/2024,Karachi,31.6,72.9,0.0,11.1
13/07/2024,Karachi,29.1,59.9,0.0,13.6
2024-11-14,Islamabad,14.8,67.7,0.0,14.2
2024-09-16,Karachi,17.3,33.8,0.0,7.5
2024-05-13,Lahore,30.8,25.4,0.0,7.4
2024-11-28,Islamabad,15.7,60.6,0.0,9.8
2024-12-24,Lahore,23.7,58.0,0.0,10.0
2024-03-13,Karachi,40.5,28.4,0.0,8.9
2024-02-18,Islamabad,30.7,73.8,0.0,4.6
2024-01-20,Karachi,32.6,32.6,0.0,10.3
12/04/2024,Peshawar,33.5,34.6,0.0,11.0
16/06/2024,Islamabad,25.2,45.4,0.0,3.7
12/07/2024,Karachi,25.9,54.4,0.0,10.0
23/06/2024,Lahore,24.9,37.6,0.0,10.0
31/10/2024,Islamabad,11.4,,0.7,15.0
2024-04-25,Peshawar,31.0,49.7,0.0,8.3
2024-09-09,Peshawar,11.7,58.4,1.5,15.4
26/11/2024,Lahore,13.8,60.3,0.0,2.7
2024-08-27,Multan,15.8,51.5,0.2,0.9
2024-09-21,Lahore,15.9,60.6,0.0,12.8
19/01/2024,Islamabad,22.8,90.1,1.7,10.6
15/12/2024,Karachi,26.5,76.3,0.0,10.0
14/08/2024,Islamabad,17.1,37.1,0.0,13.1
07/05/2024,Multan,,40.2,0.0,13.9
2024-05-14,Multan,34.5,56.4,0.0,9.8
02/06/2024,Karachi,33.9,63.9,0.0,12.7
01/03/2024,Multan,33.8,58.7,0.0,7.7
09/11/2024,Lahore,16.0,31.8,0.0,17.4
2024-12-22,Islamabad,21.2,63.1,0.0,13.7
10/05/2024,Islamabad,31.7,51.1,0.0,3.7
2024-07-16,Lahore,22.5,42.3,0.0,11.5
29/02/2024,Lahore,32.7,79.3,0.0,16.7
15/08/2024,Peshawar,14.5,55.8,0.0,7.1
2024-01-18,Islamabad,22.7,66.3,0.0,13.0
02/11/2024,Lahore,16.9,41.9,0.0,9.5
15/02/2024,Islamabad,28.3,59.9,0.0,8.7
2024-12-18,Peshawar,19.5,66.6,0.0,15.1
2024-08-24,Lahore,15.7,80.7,1.9,4.2
2024-11-05,Karachi,21.5,62.6,0.0,14.6
09/04/2024,Karachi,42.8,63.4,0.0,16.6
2024-05-04,Lahore,34.3,46.4,0.0,7.4
19/11/2024,Islamabad,14.4,58.8,0.0,8.5
2024-03-17,Peshawar,29.7,87.9,1.9,17.1
08/06/2024,Islamabad,26.8,62.0,0.0,12.7
